title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.7 - 19 km sw of brisas barra de suchiate, mexico",6.7,2008-10-16 19:41:00,5,6,no alert,0,731,us,481,0.0,28.6,mwc,24.0,14.423,-92.364,"Brisas Barra de Suchiate, Mexico",Mexico
"m 6.7 - 131 km se of nookat, kyrgyzstan",6.7,2008-05-10 15:52:00,0,6,no alert,0,691,us,529,0.0,22.3,mwc,27.4,39.533,73.824,"Nookat, Kyrgyzstan",Kyrgyzstan
"m 6.8 - 122 km sse of obihiro, japan",6.8,2008-11-09 00:20:00,0,6,no alert,0,711,us,500,0.0,22.2,mwc,25.0,41.892,143.754,"Obihiro, Japan",Other
"m 6.6 - 73 km wnw of tobelo, indonesia",6.6,2008-11-09 00:00:00,0,6,no alert,0,670,us,463,0.0,14.1,mwc,96.0,1.885,127.363,"Tobelo, Indonesia",Indonesia
"m 6.9 - 75 km wnw of sola, vanuatu",6.9,2008-08-09 18:52:00,0,6,no alert,0,732,us,531,0.0,14.9,mwc,110.0,-13.501,166.967,"Sola, Vanuatu",Vanuatu
"m 6.7 - 221 km ne of jumla, nepal",6.7,2008-08-25 13:21:00,4,7,no alert,0,692,us,325,0.0,28.0,mwc,12.0,30.901,83.52,"Jumla, Nepal",Russian Federation
"m 7.0 - 107 km e of namie, japan",7.0,2008-07-19 02:39:00,5,5,no alert,0,840,us,577,0.0,18.2,mwc,22.0,37.552,142.214,"Namie, Japan",Other
"m 6.9 - 151 km e of namie, japan",6.9,2008-07-19 02:39:00,5,5,no alert,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.714,"Namie, Japan",Other
"m 6.6 - 124 km sw of bamboo flat, india",6.6,2008-06-27 11:40:00,4,5,no alert,0,680,us,630,0.0,18.4,mwc,17.0,11.005,91.824,"Bamboo Flat, India",Other
"m 6.9 - 24 km wsw of mizusawa, japan",6.9,2008-06-13 23:43:00,7,8,no alert,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.881,"Mizusawa, Japan",Japan
"m 6.9 - 78 km ne of hasaki, japan",6.9,2008-07-05 16:45:00,5,5,no alert,0,910,us,519,0.0,21.1,mwc,27.0,36.164,141.526,"Hasaki, Japan",Other
"m 7.3 - 71 km sw of isangel, vanuatu",7.3,2008-09-04 12:46:00,0,6,no alert,0,820,us,486,0.0,13.4,mwc,33.0,-20.071,168.892,"Isangel, Vanuatu",Other
"m 7.2 - 226 km se of hotan, china",7.2,2008-03-20 22:32:00,0,7,no alert,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.467,"Hotan, China",Russian Federation
m 6.9 - philippine islands region,6.9,2008-03-03 14:11:00,4,5,no alert,0,740,us,544,0.0,25.9,mwc,24.0,13.351,125.63,Philippine Islands region,Other
"m 6.7 - 155 km ssw of padang, indonesia",6.7,2008-02-25 21:02:00,5,6,no alert,0,696,us,543,0.0,15.1,mwc,25.0,-2.245,99.808,"Padang, Indonesia",Indonesia
"m 6.6 - 161 km ssw of padang, indonesia",6.6,2008-02-25 18:06:00,4,6,no alert,0,674,us,421,0.0,17.7,mwc,25.0,-2.332,99.891,"Padang, Indonesia",Indonesia
"m 7.2 - 164 km wsw of sungai penuh, indonesia",7.2,2008-02-25 08:36:00,4,7,no alert,0,832,us,505,0.0,18.4,mwc,25.0,-2.486,99.972,"Sungai Penuh, Indonesia",Indonesia
"m 6.5 - 166 km wsw of sungai penuh, indonesia",6.5,2008-02-24 14:46:00,4,6,no alert,0,654,us,429,0.0,28.3,mwc,22.0,-2.405,99.931,"Sungai Penuh, Indonesia",Indonesia
"m 7.4 - 56 km nw of sinabang, indonesia",7.4,2008-02-20 08:08:00,5,7,no alert,0,914,us,607,0.0,16.4,mwc,26.0,2.768,95.964,"Sinabang, Indonesia",Indonesia
"m 6.5 - 50 km s of kor?ni, greece",6.5,2008-02-14 12:08:00,8,5,no alert,0,692,us,650,0.0,30.7,mwc,28.0,36.345,21.863,"Kor?ni, Greece",Other
"m 6.9 - 35 km s of meth?ni, greece",6.9,2008-02-14 10:09:00,6,6,no alert,0,941,us,645,0.0,30.6,mwc,29.0,36.501,21.67,"Meth?ni, Greece",Other
"m 6.5 - 9 km ssw of general pascual fentes, mexico",6.5,2008-12-02 12:50:00,7,6,no alert,0,723,us,521,0.0,27.6,mwc,83.0,16.357,-94.304,"General Pascual Fentes, Mexico",Mexico
"m 6.6 - 46 km sse of gisborne, new zealand",6.6,2007-12-20 07:55:00,7,6,no alert,0,808,us,461,0.0,18.8,mwc,20.0,-39.011,178.291,"Gisborne, New Zealand",Other
"m 6.7 - 80 km nne of antofagasta, chile",6.7,2007-12-16 08:09:00,5,7,no alert,0,704,us,481,0.0,30.3,mwb,45.0,-22.954,-70.182,Ant,Chile
"m 6.6 - 60 km sse of kirakira, solomon islands",6.6,2007-11-27 11:49:00,3,6,no alert,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.149,"Kirakira, Solomon Islands",Solomon Islands
"m 6.5 - 34 km n of dompu, indonesia",6.5,2007-11-25 19:53:00,5,7,no alert,0,653,us,272,0.0,27.6,mwc,18.0,-8.224,118.467,"Dompu, Indonesia",Indonesia
"m 6.5 - 28 km nnw of dompu, indonesia",6.5,2007-11-25 16:02:00,7,7,no alert,0,657,us,353,0.0,27.5,mwc,20.0,-8.292,118.37,"Dompu, Indonesia",Indonesia
"m 6.8 - 107 km n of lae, papua new guinea",6.8,2007-11-22 08:48:00,6,6,no alert,0,722,us,341,0.0,15.9,mwc,53.0,-5.757,147.098,"Lae, Papua New Guinea",Papua New Guinea
"m 6.8 - 30 km e of macas, ecuador",6.8,2007-11-16 03:13:00,7,6,no alert,0,790,us,649,0.0,27.0,mwc,122.9,-2.312,-77.838,"Macas, Ecuador",Ecuador
"m 6.8 - 82 km nne of antofagasta, chile",6.8,2007-11-15 15:05:00,6,7,no alert,0,716,us,285,0.0,40.1,mwc,26.0,-22.925,-70.237,Ant,Chile
"m 7.7 - 36 km ese of tocopilla, chile",7.7,2007-11-14 15:40:00,8,7,no alert,0,995,us,610,0.0,22.4,mwc,40.0,-22.247,-69.89,"Tocopilla, Chile",Chile
"m 6.8 - 138 km w of bengkulu, indonesia",6.8,2007-10-24 21:02:00,3,5,no alert,0,713,us,494,0.0,23.9,mwc,21.0,-3.899,101.02,"Bengkulu, Indonesia",Indonesia
"m 6.8 - 70 km n of te anau, new zealand",6.8,2007-10-15 12:29:00,4,7,no alert,0,744,us,338,0.0,19.0,mwc,18.0,-44.796,167.553,"Te Anau, New Zealand",New Zealand
"m 6.8 - 154 km ese of kokopo, papua new guinea",6.8,2007-09-26 12:36:00,4,5,no alert,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.7 - 118 km ssw of padang, indonesia",6.7,2007-09-20 08:31:00,3,5,no alert,0,696,us,503,0.0,26.9,mwc,30.0,-1.999,100.141,"Padang, Indonesia",Indonesia
"m 7.0 - 153 km ssw of padang, indonesia",7.0,2007-09-13 03:35:00,4,7,no alert,0,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.627,"Padang, Indonesia",Indonesia
"m 6.5 - kepulauan mentawai region, indonesia",6.5,2007-09-13 02:30:00,0,5,no alert,0,650,us,409,0.0,26.2,mwc,28.9,-1.689,99.668,"Kepulauan Mentawai region, Indonesia",Indonesia
"m 6.8 - 39 km wnw of timbiqu?, colombia",6.8,2007-10-09 01:49:00,5,6,no alert,0,747,us,653,0.0,17.6,mwc,15.0,2.966,-77.963,"Timbiqu?, Colombia",Colombia
"m 7.2 - 97 km s of lata, solomon islands",7.2,2007-02-09 01:05:00,0,5,no alert,0,798,us,312,0.0,21.3,mwc,35.0,-11.61,165.762,"Lata, Solomon Islands",Other
"m 6.5 - 31 km wsw of malango, solomon islands",6.5,2007-08-16 08:39:00,5,6,no alert,0,675,us,382,0.0,12.8,mwc,15.0,-9.834,159.465,"Malango, Solomon Islands",Other
"m 7.5 - 35 km nne of rengasdengklok, indonesia",7.5,2007-08-08 17:05:00,0,5,no alert,0,865,us,228,0.0,30.7,mwc,280.0,-5.859,107.419,"Rengasdengklok, Indonesia",Indonesia
"m 7.2 - 56 km e of luganville, vanuatu",7.2,2007-01-08 17:08:00,7,7,no alert,0,803,us,494,0.0,20.4,mwb,120.0,-15.595,167.68,"Luganville, Vanuatu",Vanuatu
"m 6.9 - 140 km nnw of tobelo, indonesia",6.9,2007-07-26 05:40:00,3,5,no alert,0,734,us,374,0.0,24.1,mwb,25.0,2.872,127.464,"Tobelo, Indonesia",Indonesia
"m 6.8 - 133 km wnw of mikuni, japan",6.8,2007-07-16 14:17:00,5,4,no alert,0,779,us,664,0.0,18.2,mwb,350.4,36.808,134.85,"Mikuni, Japan",Other
"m 6.6 - 20 km nnw of kashiwazaki, japan",6.6,2007-07-16 01:13:00,8,8,no alert,0,831,us,782,0.0,16.7,mwc,12.0,37.535,138.446,"Kashiwazaki, Japan",Japan
"m 6.7 - 43 km sse of iztapa, guatemala",6.7,2007-06-13 19:29:00,6,6,no alert,0,972,us,468,0.0,37.7,mwc,23.0,13.554,-90.618,"Iztapa, Guatemala",Other
"m 6.9 - 113 km sse of panguna, papua new guinea",6.9,2007-01-04 21:11:00,0,7,no alert,0,732,us,305,0.0,15.3,mwc,10.0,-7.306,155.741,"Panguna, Papua New Guinea",Solomon Islands
"m 6.6 - 99 km sse of panguna, papua new guinea",6.6,2007-01-04 20:47:00,0,7,no alert,0,670,us,251,0.0,16.0,mb,10.0,-7.169,155.777,"Panguna, Papua New Guinea",Solomon Islands
"m 6.7 - 46 km nw of nanao, japan",6.7,2007-03-25 00:41:00,7,8,no alert,0,782,us,493,0.0,23.9,mwc,8.0,37.336,136.588,"Nanao, Japan",Japan
"m 7.1 - 119 km s of isangel, vanuatu",7.1,2007-03-25 00:40:00,3,6,no alert,0,779,us,426,0.0,25.3,mwb,34.0,-20.617,169.357,"Isangel, Vanuatu",Other
"m 6.7 - 206 km ssw of sofifi, indonesia",6.7,2007-02-20 08:04:00,0,6,no alert,0,691,us,253,0.0,40.3,mwc,12.0,-1.034,126.976,S,Indonesia
"m 7.5 - 126 km wnw of ternate, indonesia",7.5,2007-01-21 11:27:00,6,5,no alert,0,874,us,570,0.0,21.6,mwc,22.0,1.065,126.282,"Ternate, Indonesia",Indonesia
"m 6.9 - 26 km w of hengchun, taiwan",6.9,2006-12-26 12:34:00,6,7,no alert,0,798,us,466,0.0,31.6,mwc,10.0,21.974,120.493,"Hengchun, Taiwan",Russian Federation
"m 6.6 - 155 km se of kimbe, papua new guinea",6.6,2006-07-11 17:38:00,0,6,no alert,0,670,us,352,0.0,18.6,mwc,11.0,-6.482,151.195,"Kimbe, Papua New Guinea",Other
"m 6.7 - 52 km sw of san vicente de ca?ete, peru",6.7,2006-10-20 10:48:00,5,6,no alert,0,732,us,444,0.0,53.4,mwc,23.0,-13.457,-76.677,"San Vicente de Ca?ete, Peru",Peru
"m 6.7 - 100 km ese of kimbe, papua new guinea",6.7,2006-10-17 01:25:00,5,6,no alert,0,692,us,533,0.0,15.6,mwc,32.0,-5.881,150.982,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.9 - 201 km ese of hihifo, tonga",6.9,2006-09-28 06:22:00,3,3,no alert,0,737,us,702,0.0,20.9,mwc,28.0,-16.592,-172.033,"Hihifo, Tonga",Other
"m 6.8 - 49 km s of panguna, papua new guinea",6.8,2006-01-09 10:18:00,0,6,no alert,0,711,us,459,0.0,28.4,mwb,38.0,-6.759,155.512,"Panguna, Papua New Guinea",Papua New Guinea
"m 6.5 - 81 km ese of ozernovskiy, russia",6.5,2006-08-24 21:50:00,0,6,no alert,0,650,us,700,0.0,47.4,mwb,43.0,51.148,157.522,"Ozernovskiy, Russia",Russian Federation
"m 6.8 - 51 km ne of norsup, vanuatu",6.8,2006-07-08 22:18:00,5,5,no alert,0,713,us,551,0.0,26.2,mwb,150.0,-15.798,167.789,"Norsup, Vanuatu",Vanuatu
"m 7.7 - 226 km ssw of singaparna, indonesia",7.7,2006-07-17 08:19:00,7,5,no alert,0,947,us,357,0.0,36.8,mwc,20.0,-9.284,107.419,"Singaparna, Indonesia",Other
"m 6.5 - 111 km e of kimbe, papua new guinea",6.5,2006-05-28 03:12:00,0,6,no alert,0,650,us,477,0.0,20.3,mwc,34.0,-5.724,151.133,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.6 - 42 km nnw of tilichiki, russia",6.6,2006-05-22 11:12:00,0,7,no alert,0,670,us,548,0.0,28.0,mwc,19.0,60.772,165.743,"Tilichiki, Russia",Russian Federation
"m 6.8 - 256 km ssw of singkil, indonesia",6.8,2006-05-16 15:28:00,4,5,no alert,0,719,us,701,0.0,16.3,mwb,12.0,0.093,97.05,"Singkil, Indonesia",Other
"m 6.5 - 73 km wnw of copiap?, chile",6.5,2006-04-30 21:40:00,7,7,no alert,0,653,us,282,0.0,46.3,mwc,12.0,-27.211,-71.056,"Copiap?, Chile",Chile
"m 6.7 - 78 km wnw of copiap?, chile",6.7,2006-04-30 19:17:00,6,7,no alert,0,696,us,277,0.0,25.6,mwb,12.0,-27.017,-71.022,"Copiap?, Chile",Chile
"m 6.6 - 80 km e of tilichiki, russia",6.6,2006-04-29 16:58:00,0,8,no alert,0,670,us,645,0.0,28.4,mwc,11.0,60.491,167.516,"Tilichiki, Russia",Russian Federation
"m 7.6 - 80 km ne of tilichiki, russia",7.6,2006-04-20 23:25:00,0,8,no alert,0,889,us,579,0.0,18.5,mwc,22.0,60.949,167.089,"Tilichiki, Russia",Russian Federation
"m 6.5 - 130 km nnw of lautoka, fiji",6.5,2006-07-04 08:30:00,3,5,no alert,0,654,us,247,0.0,25.5,mwc,14.0,-16.527,176.989,"Lautoka, Fiji",Other
"m 6.7 - 108 km w of ambon, indonesia",6.7,2006-03-14 06:57:00,0,7,no alert,0,691,us,306,0.0,21.3,mwb,30.1,-3.595,127.214,"Ambon, Indonesia",Indonesia
"m 7.0 - 160 km se of chipinge, zimbabwe",7.0,2006-02-22 22:19:00,5,9,no alert,0,891,us,412,0.0,23.2,mwb,11.0,-21.324,33.583,"Chipinge, Zimbabwe",Mozambique
"m 6.7 - 26 km ne of k?thira, greece",6.7,2006-08-01 11:34:00,7,6,no alert,0,934,us,769,0.0,19.7,mwb,66.0,36.311,23.212,"K?thira, Greece",Greece
"m 6.6 - 75 km ssw of bah?a de kino, mexico",6.6,2006-04-01 08:32:00,7,6,no alert,0,703,us,323,0.0,48.2,mwc,14.0,28.164,-112.117,"Bah?a de Kino, Mexico",Other
"m 6.5 - 53 km sw of ashk?sham, afghanistan",6.5,2005-12-12 21:47:00,6,5,no alert,0,721,us,529,0.0,20.5,mwb,224.6,36.357,71.093,"Ashk?sham, Afghanistan",Afghanistan
"m 6.8 - 76 km ese of kalemie, democratic republic of the congo",6.8,2005-05-12 12:19:00,5,7,no alert,0,744,us,561,0.0,20.0,mwc,22.0,-6.224,29.83,"Kalemie, Democratic Republic",Russian Federation
"m 6.5 - 80 km ese of ishinomaki, japan",6.5,2005-02-12 13:13:00,4,5,no alert,0,683,us,464,0.0,48.8,mwc,29.0,38.089,142.122,"Ishinomaki, Japan",Other
"m 6.5 - 57 km se of sinabang, indonesia",6.5,2005-11-19 14:10:00,3,6,no alert,0,651,us,358,0.0,20.7,mwb,21.0,2.164,96.786,"Sinabang, Indonesia",Indonesia
"m 6.8 - 68 km nne of san pedro de atacama, chile",6.8,2005-11-17 19:26:00,0,6,no alert,0,711,us,509,0.0,30.1,mwb,147.0,-22.361,-67.895,"San Pedro de Atacama, Chile",Russian Federation
"m 6.6 - 129 km ssw of kokopo, papua new guinea",6.6,2005-09-29 15:50:00,0,6,no alert,0,670,us,402,0.0,17.7,mwc,25.0,-5.437,151.84,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.6 - 135 km e of kokopo, papua new guinea",7.6,2005-09-09 07:26:00,5,7,no alert,0,891,us,502,0.0,20.0,mwc,90.0,-4.539,153.474,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.2 - nicobar islands, india region",7.2,2005-07-24 15:42:00,4,5,no alert,0,808,us,636,0.0,26.4,mwc,16.0,7.92,92.19,"Nicobar Islands, India region",Other
"m 6.7 - 94 km wsw of singkil, indonesia",6.7,2005-05-07 01:52:00,3,6,no alert,0,693,us,398,0.0,22.3,mwc,21.0,1.819,97.082,"Singkil, Indonesia",Indonesia
"m 6.6 - 32 km w of san juan del sur, nicaragua",6.6,2005-02-07 02:16:00,6,5,no alert,0,719,us,446,0.0,21.1,mwc,27.0,11.245,-86.172,"San Juan del Sur, Nicaragua",Other
"m 6.9 - 89 km wsw of singkil, indonesia",6.9,2005-05-19 01:54:00,5,7,no alert,0,740,us,635,0.0,26.0,mwc,30.0,1.989,97.041,"Singkil, Indonesia",Indonesia
"m 6.7 - 125 km sw of padangsidempuan, indonesia",6.7,2005-05-14 05:05:00,6,5,no alert,0,731,us,695,0.0,20.9,mwb,34.0,0.587,98.459,"Padangsidempuan, Indonesia",Indonesia
"m 6.5 - 106 km sw of padang, indonesia",6.5,2005-10-04 11:14:00,3,6,no alert,0,657,us,478,0.0,21.2,mwc,30.0,-1.714,99.779,"Padang, Indonesia",Indonesia
"m 6.7 - 113 km sw of padang, indonesia",6.7,2005-10-04 10:29:00,5,6,no alert,0,717,us,656,0.0,21.2,mwc,19.0,-1.644,99.607,"Padang, Indonesia",Indonesia
"m 6.6 - 28 km nnw of maebaru-ch??, japan",6.6,2005-03-20 01:53:00,8,7,no alert,0,805,us,401,0.0,22.9,mwc,10.0,33.807,130.131,"Maebaru-ch??, Japan",Japan
m 7.1 - banda sea,7.1,2005-02-03 10:42:00,0,5,no alert,0,776,us,569,0.0,18.1,mwb,201.7,-6.527,129.933,Banda Sea,Indonesia
"m 6.8 - 99 km wnw of sinabang, indonesia",6.8,2005-02-26 12:56:00,0,6,no alert,0,711,us,444,0.0,33.8,mwb,36.0,2.908,95.592,"Sinabang, Indonesia",Indonesia
"m 6.5 - 81 km ssw of katabu, indonesia",6.5,2005-02-19 00:04:00,0,7,no alert,0,650,us,371,0.0,31.8,mwb,10.0,-5.562,122.129,"Katabu, Indonesia",Indonesia
"m 6.5 - pulau-pulau talaud, indonesia",6.5,2005-02-15 14:42:00,3,5,no alert,0,652,us,286,0.0,47.3,mwc,39.7,4.756,126.421,"Pulau-Pulau Talaud, Indonesia",Indonesia
"m 6.7 - 52 km sw of sola, vanuatu",6.7,2005-08-02 14:48:00,0,4,no alert,0,691,us,457,0.0,30.2,mwb,206.3,-14.252,167.259,"Sola, Vanuatu",Vanuatu
"m 7.1 - 138 km sw of palimbang, philippines",7.1,2005-05-02 12:23:00,7,3,no alert,0,782,us,640,0.0,26.4,mwc,525.0,5.293,123.337,"Palimbang, Philippines",Other
"m 6.6 - 161 km se of katsuura, japan",6.6,2005-01-19 06:11:00,6,4,no alert,0,676,us,225,0.0,78.5,mwc,27.8,34.064,141.491,"Katsuura, Japan",Other
"m 6.6 - nicobar islands, india region",6.6,2004-12-26 09:20:00,0,5,no alert,0,670,us,353,0.0,31.9,mwc,16.1,8.879,92.375,"Nicobar Islands, India region",Other
"m 7.2 - 284 km wnw of sabang, indonesia",7.2,2004-12-26 04:21:00,5,6,no alert,0,802,us,385,0.0,27.9,mwc,39.2,6.91,92.958,"Sabang, Indonesia",Other
"m 6.8 - 36 km s of george town, cayman islands",6.8,2004-12-14 23:20:00,5,6,no alert,0,858,us,639,0.0,21.8,mwb,10.0,18.958,-81.409,"George Town, Cayman Islands",Other
"m 6.8 - 54 km ssw of nemuro, japan",6.8,2004-06-12 14:15:00,4,7,no alert,0,724,us,759,0.0,23.6,mwb,35.0,42.9,145.228,"Nemuro, Japan",Japan
"m 7.0 - 51 km sw of nemuro, japan",7.0,2004-11-28 18:32:00,4,7,no alert,0,771,us,929,0.0,23.9,mwb,39.0,43.006,145.119,"Nemuro, Japan",Japan
"m 7.1 - 29 km ssw of nabire, indonesia",7.1,2004-11-26 02:25:00,0,7,no alert,0,776,us,439,0.0,28.8,mwc,10.0,-3.609,135.404,"Nabire, Indonesia",Indonesia
"m 7.1 - 255 km w of riverton, new zealand",7.1,2004-11-22 20:26:00,5,5,no alert,0,782,us,585,0.0,14.7,mwc,10.0,-46.676,164.721,"Riverton, New Zealand",Other
"m 7.2 - 32 km ssw of pizarro, colombia",7.2,2004-11-15 09:06:00,8,8,no alert,0,820,us,708,0.0,50.2,mwb,15.0,4.695,-77.508,"Pizarro, Colombia",Colombia
"m 7.5 - 63 km nw of maubara, timor leste",7.5,2004-11-11 21:26:00,5,7,no alert,0,870,us,301,0.0,33.8,mwc,10.0,-8.152,124.868,"Maubara, Timor Leste",Indonesia
"m 6.7 - 80 km sse of kirakira, solomon islands",6.7,2004-11-11 17:34:00,0,6,no alert,0,691,us,233,0.0,21.5,mwb,10.0,-11.128,162.208,"Kirakira, Solomon Islands",Other
"m 6.7 - 189 km sw of port mcneill, canada",6.7,2004-02-11 10:02:00,7,4,no alert,0,703,us,459,0.0,37.3,mwb,10.0,49.277,-128.772,"Port McNeill, Canada",Other
"m 6.6 - 8 km ssw of ojiya, japan",6.6,2004-10-23 08:56:00,0,8,no alert,0,670,us,782,0.0,37.0,mwc,16.0,37.226,138.779,"Ojiya, Japan",Japan
"m 6.7 - 31 km wnw of yonakuni, japan",6.7,2004-10-15 04:08:00,5,6,no alert,0,705,us,698,0.0,24.7,mwb,94.0,24.53,122.694,"Yonakuni, Japan",Other
"m 7.0 - 43 km ssw of masachapa, nicaragua",7.0,2004-09-10 21:26:00,0,6,no alert,0,754,us,441,0.0,32.2,mwc,35.0,11.422,-86.665,"Masachapa, Nicaragua",Other
"m 6.5 - 9 km w of talisay, philippines",6.5,2004-08-10 14:36:00,5,5,no alert,0,665,us,526,0.0,18.3,mwb,105.0,13.925,120.534,"Talisay, Philippines",Philippines
"m 6.8 - 60 km sse of kirakira, solomon islands",6.8,2004-08-10 08:27:00,0,6,no alert,0,711,us,545,0.0,15.7,mwb,36.0,-10.951,162.161,"Kirakira, Solomon Islands",Solomon Islands
"m 6.6 - 129 km ese of shing?, japan",6.6,2004-06-09 23:29:00,0,4,no alert,0,670,us,478,0.0,29.8,mwc,10.0,33.205,137.227,"Shing?, Japan",Other
"m 7.4 - 118 km ese of shing?, japan",7.4,2004-05-09 14:57:00,0,5,no alert,0,842,us,594,0.0,27.5,mwb,10.0,33.184,137.071,"Shing?, Japan",Other
"m 7.2 - 94 km se of shing?, japan",7.2,2004-05-09 10:07:00,0,5,no alert,0,798,us,643,0.0,28.4,mwc,14.0,33.07,136.618,"Shing?, Japan",Other
"m 6.5 - 67 km ese of teno, chile",6.5,2004-08-28 13:41:00,0,7,no alert,0,650,us,349,0.0,30.1,mwb,5.0,-35.173,-70.525,"Teno, Chile",Chile
"m 6.5 - 117 km wnw of manokwari, indonesia",6.5,2004-07-28 03:56:00,0,7,no alert,0,650,us,305,0.0,39.0,mwc,13.4,-0.443,133.091,"Manokwari, Indonesia",Indonesia
"m 6.9 - 24 km ene of atlasovo, russia",6.9,2004-10-06 15:19:00,0,5,no alert,0,732,us,798,0.0,31.2,mwb,188.6,55.682,160.003,"Atlasovo, Russia",Russian Federation
"m 6.6 - 11 km n of ca?ete, chile",6.6,2004-03-05 04:36:00,0,7,no alert,0,670,us,282,0.0,46.9,mwb,21.0,-37.695,-73.406,"Ca?ete, Chile",Chile
"m 6.7 - 105 km wnw of naisano dua, indonesia",6.7,2004-04-23 01:50:00,0,5,no alert,0,691,us,386,0.0,27.6,mwb,65.8,-9.362,122.839,"Naisano Dua, Indonesia",Indonesia
"m 6.5 - 86 km nnw of sola, vanuatu",6.5,2004-09-04 15:23:00,0,4,no alert,0,650,us,424,0.0,29.9,mwb,228.4,-13.174,167.198,"Sola, Vanuatu",Vanuatu
m 6.6 - afghanistan-tajikistan-pakistan region,6.6,2004-05-04 21:24:00,0,4,no alert,0,670,us,728,0.0,18.3,mwb,187.1,36.512,71.029,Afghanistan-Tajikistan-Pakistan region,Afghanistan
"m 6.7 - 38 km ssw of nabire, indonesia",6.7,2004-08-02 08:58:00,0,7,no alert,0,691,us,256,0.0,33.3,mwc,25.7,-3.665,135.339,"Nabire, Indonesia",Indonesia
"m 7.3 - near the south coast of papua, indonesia",7.3,2004-07-02 02:42:00,0,7,no alert,0,820,us,390,0.0,23.0,mwb,10.0,-4.003,135.023,"Papua, Indonesia",Indonesia
"m 7.0 - 28 km s of nabire, indonesia",7.0,2004-05-02 21:05:00,0,7,no alert,0,754,us,367,0.0,33.0,mwc,16.6,-3.615,135.538,"Nabire, Indonesia",Indonesia
"m 6.7 - 107 km nw of ambon, indonesia",6.7,2004-01-28 22:15:00,0,6,no alert,0,691,us,243,0.0,42.5,mwb,17.4,-3.12,127.4,"Ambon, Indonesia",Indonesia
"m 7.3 - 201 km ese of tadine, new caledonia",7.3,2003-12-27 16:00:00,0,4,no alert,0,820,us,235,0.0,46.6,mwc,10.0,-22.015,169.766,"Tadine, New Caledonia",Other
"m 6.6 - 13 km ssw of bam, iran",6.6,2003-12-26 01:56:00,0,9,no alert,0,670,us,552,0.0,44.8,mwc,10.0,28.995,58.311,"Bam, Iran",Russian Federation
"m 6.5 - 3 km sse of progreso, panama",6.5,2003-12-25 07:11:00,0,6,no alert,0,650,us,405,0.0,48.4,mwb,33.0,8.416,-82.824,"Progreso, Panama",Panama
"m 6.8 - 92 km e of yujing, taiwan",6.8,2003-10-12 04:38:00,0,7,no alert,0,711,us,447,0.0,27.7,mwb,10.0,23.039,121.362,"Yujing, Taiwan",Russian Federation
"m 6.6 - 82 km e of kimbe, papua new guinea",6.6,2003-11-25 20:19:00,0,6,no alert,0,670,us,384,0.0,25.1,mwb,35.0,-5.581,150.88,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.5 - 4 km nw of can-avid, philippines",6.5,2003-11-18 17:14:00,0,6,no alert,0,650,us,487,0.0,45.9,mwb,35.0,12.025,125.416,"Can-Avid, Philippines",Philippines
"m 6.6 - 51 km nw of isangel, vanuatu",6.6,2003-06-11 10:38:00,0,5,no alert,0,670,us,475,0.0,26.2,mwb,113.7,-19.262,168.892,"Isangel, Vanuatu",Other
"m 7.0 - 133 km ese of ishinomaki, japan",7.0,2003-10-31 01:06:00,0,5,no alert,0,754,us,568,0.0,61.2,mwb,10.0,37.812,142.619,"Ishinomaki, Japan",Other
"m 6.7 - 39 km sse of kushiro, japan",6.7,2003-08-10 09:06:00,0,6,no alert,0,691,us,556,0.0,55.4,mwc,32.0,42.648,144.57,"Kushiro, Japan",Other
"m 6.7 - 9 km s of aktash, russia",6.7,2003-01-10 01:03:00,0,7,no alert,0,691,us,643,0.0,24.5,mwb,10.0,50.211,87.721,"Aktash, Russia",Russian Federation
"m 6.5 - 58 km s of kushiro, japan",6.5,2003-09-29 02:36:00,0,5,no alert,0,650,us,586,0.0,71.3,mwc,25.0,42.45,144.38,"Kushiro, Japan",Other
"m 7.3 - 29 km s of aktash, russia",7.3,2003-09-27 11:33:00,0,7,no alert,0,820,us,667,0.0,24.5,mwb,16.0,50.038,87.813,"Aktash, Russia",Russian Federation
"m 7.4 - 119 km ese of shizunai-furukawach?, japan",7.4,2003-09-25 21:08:00,0,7,no alert,0,842,us,514,0.0,78.8,mwc,33.0,41.774,143.593,"Shizunai-furukawach?, Japan",Other
"m 6.6 - 16 km se of taungdwingyi, myanmar",6.6,2003-09-21 18:16:00,0,7,no alert,0,670,us,518,0.0,24.7,mwb,10.0,19.917,95.672,"Taungdwingyi, Myanmar",Myanmar
